label,tweet,clean_text_dl,clean_text_classical
sadness,"[USERNAME] Kan bener mas, di fisip ga ada pembekalan bagaimana skripsi itu atau minimal dapet motivasi rohani sblm menghadapi skripsi wkwk.",kan benar mas di fisip enggak ada pembekalan bagaimana skripsi itu atau minimal dapat motivasi rohani sebelum menghadapi skripsi haha,kan benar mas fisip enggak bekal bagaimana skripsi minimal motivasi rohani hadap skripsi haha
anger,"Kita gak.seperti anda mbak yg hobi carmuk sok pahlawan kebengenan. Serah dah serah, akan ada masanya anda jatuh ketauan smua keburukan anda yang sebenarnya. Dan saya tdk mau ngurusin urusan anda, biar Tuhan yang berkehendak kapan anda akan menerima balasannya",kita gakseperti anda mbak yang hobi carmuk sok pahlawan kebengenan serah deh serah akan ada masanya anda jatuh ketahuan semua keburukan anda yang sebenarnya dan saya tidak mau mengurusi urusan anda biar tuhan yang berkehendak kapan anda akan menerima balasannya,gakseperti mbak hobi carmuk sok pahlawan kebengenan serah deh serah masa jatuh tahu semua keburu benar mau urus urus biar tuhan hendak kapan terima balas
love,"Lagi jatuh cinta biasanya tiap mau tidur terus kepikiran. Bikin bahagia gak karuan. Masa pdkt sama pacaran itu sama-sama indah, bedanya, sensasi jatuh cinta pada masa pdkt itu lebih menggemaskan. Dari yang masih degdegan kalo ketemu sampe malu-malu kucing kalo kangen",lagi jatuh cinta biasanya tiap mau tidur terus kepikiran bikin bahagia enggak karuan masa pdkt sama pacaran itu samasama indah bedanya sensasi jatuh cinta pada masa pdkt itu lebih menggemaskan dari yang masih degdegan kalo ketemu sampai malumalu kucing kalo kangen,jatuh cinta biasa tiap mau tidur terus pikir bikin bahagia enggak karuan masa pdkt sama pacar samasama indah beda sensasi jatuh cinta masa pdkt lebih gemas degdegan kalo ketemu malumalu kucing kalo kangen
happy,Ketidak mampuan aku untuk tidak menangis dan memikirkan itu sulit.. sesulit menenangkan hati ini..,ketidak mampuan aku untuk tidak menangis dan memikirkan itu sulit sesulit menenangkan hati ini,tidak mampu aku menang pikir sulit sulit tenang hati
sadness,Bagaimana mungkin perbuatan dan kata-kata kotor menjadikan hatimu bersih. Dan bagaimana mungkin kata-kata kotor keluar dari hati yang jernih? [Allamah Thabathabai],bagaimana mungkin perbuatan dan katakata kotor menjadikan hatimu bersih dan bagaimana mungkin katakata kotor keluar dari hati yang jernih allamah thabathabai,bagaimana mungkin buat katakata kotor jadi hati bersih bagaimana mungkin katakata kotor keluar hati jernih allamah thabathabai
fear,"Cuman bedanya si emang adek gue suka gt sama bau2 kesehatan jd emang masih agak niat lah. Lah gue emang asal aje daptar2 mana aja maklum lah pas itu masih takut kalau ga kuliah, tp berasa si kuliah di tmpt yg bukan passion. Kesan nya kayak budak nilai.",cuman bedanya sih memang adek gue suka begitu sama bau kesehatan jadi memang masih agak niat lah lah gue memang asal saja daptar mana saja maklum lah pas itu masih takut kalau enggak kuliah tapi berasa sih kuliah di tempat yang bukan passion kesan nya kayak budak nilai,cuman beda sih memang adek gue suka sama bau sehat jadi memang niat lah lah gue memang asal daptar mana maklum lah pas takut kalau enggak kuliah asa sih kuliah tempat bukan passion kesan nya kayak budak nilai
happy,"Semilir angin sore, tidak ada deru berisik kota, hanya ada ruang di antara senduro, di sudut Surya Kencana. . #CatatanPerjalanan #SuryaKencana #GunungGede [URL]",semilir angin sore tidak ada deru berisik kota hanya ada ruang di antara senduro di sudut surya kencana,milir angin sore deru berisik kota ruang senduro sudut surya kencana
anger,DUL ERA JOKOWI JAUH LEBIH BAIK DARI PADA REZIM SBY 10 TH MENTERI KORUP SEMUA. GAK PERCAYA. ADAKAN PEMBUKTIAN TERBALIK. SBY JUGA KORUPSI.,dul era jokowi jauh lebih baik dari pada rezim surabaya tahu menteri korup semua enggak percaya adakan pembuktian terbalik surabaya juga korupsi,dul era jokowi jauh lebih baik rezim surabaya tahu menteri korup semua enggak percaya adakan bukti balik surabaya korupsi
sadness,"'Hari pertama tanpamu aku benar2 merasakan kesepian. .Minggu pertama mulai kangen. ..Bulan pertama mulai timbul rasa keingin memiliki (lagi) :D Kangen kamu,",hari pertama tanpamu aku benar merasakan kesepian minggu pertama mulai kangen bulan pertama mulai timbul rasa keingin memiliki lagi di kangen kamu,hari pertama tanpa aku benar rasa sepi minggu pertama mulai kangen bulan pertama mulai timbul rasa ingin milik kangen kamu
fear,"Tiap malem kayak gini aku sllu resah, tentang semuanya yg telah terjadi dan apa yg akan terjadi esok. 2 malam ini aku resah karna berita yg muncul tgl 25 kemaren.",tiap malam kayak begini aku selalu resah tentang semuanya yang telah terjadi dan apa yang akan terjadi esok malam ini aku resah karena berita yang muncul tanggal kemarin,tiap malam kayak begini aku selalu resah semua jadi apa jadi esok malam aku resah berita muncul tanggal kemarin
anger,Makanya klw niat knl baik di bls dgn niat baik ?? Lah klw di cuekin y cuekin balik lagi emng gw rugi kehilangan loe hadeh loe salah orang broo,makanya kalau niat kenal baik di balas dengan niat baik lah kalau di cuekin ya cuekin balik lagi memang gue rugi kehilangan lo hadeh lo salah orang broo,makanya kalau niat kenal baik balas niat baik lah kalau cuekin cuekin balik memang gue rugi hilang lo hadeh lo salah orang broo
happy,hahaha memang benar si kamu maksiat terus :p,haha memang benar sih kamu maksiat terus p,haha memang benar sih kamu maksiat terus p
sadness,"[USERNAME] akunku sudah dihapus.... pengen main lagi!! nanti deh kalo udah bisa merhatiin perintilan lain selain kuliah ((anaknya munetan, liat notif grup numpuk dikit aja kudu dibuka. makanya mending leave sekalian)) ((kok curhat))",akunku sudah dihapus pengin main lagi nanti deh kalo sudah bisa merhatiin perintilan lain selain kuliah anaknya munetan lihat notif grup numpuk sedikit saja kudu dibuka makanya mending leave sekalian kok curhat,akun hapus pengin main deh kalo merhatiin perintilan kuliah anak munetan lihat notif grup numpuk sedikit kudu buka makanya mending leave sekali kok curhat
anger,"sumpah gue jijik denger lagu aaaaaaa aisyah kujatuh cinta, syantik hari ini aku syantik, kita goyang dua jari. Aaah [URL]",sumpah gue jijik dengar lagu aaaaaaa aisyah kujatuh cinta cantik hari ini aku cantik kita goyang dua jari aaah,sumpah gue jijik dengar lagu aaaaaaa aisyah jatuh cinta cantik hari aku cantik goyang jari aaah
love,"Wahai ibu....... bukankah aku cinta pertamamu Akulah yg pertama mengubah fisikmu, akulah yg pertama membuatmu merasakan sakitnya melahirkan, aku lah yg pertama yg memberimu gelar",wahai ibu bukankah aku cinta pertamamu akulah yang pertama mengubah fisikmu akulah yang pertama membuatmu merasakan sakitnya melahirkan aku lah yang pertama yang memberimu gelar,wahai ibu bukankah aku cinta pertama aku pertama ubah fisik aku pertama buat rasa sakit lahir aku lah pertama beri gelar
sadness,"Mendekati jam 12 malam gravitasi kasur sangat besar, tapi mengapa grup angkatan ni kalau jam segitu baru mulai membahas topik ujiannya yang lebih kompleks dari topik saat malam harinya.. Well",mendekati jam malam gravitasi kasur sangat besar tapi mengapa grup angkatan nih kalau jam segitu baru mulai membahas topik ujiannya yang lebih kompleks dari topik saat malam harinya well,dekat jam malam gravitasi kasur sangat besar grup angkat nih kalau jam segitu baru mulai bahas topik uji lebih kompleks topik malam hari well
sadness,"Makin jarang kutemui rapper macam om Eminem yg kritis nan epic (sama nyinyir jg sih, beda tipis). Atau seperti alm. Tupac yg bikin album macem bikin buku sejarah Atau macam om Ice Cube yg sepaket, jadi aktor pun bisa~",makin jarang kutemui rapper macam om eminem yang kritis nan epic sama nyinyir juga sih beda tipis atau seperti almarhum tupac yang bikin album macam bikin buku sejarah atau macam om ice cube yang sepaket jadi aktor pun bisa,makin jarang temu rapper macam om eminem kritis nan epic sama nyinyir sih beda tipis almarhum tupac bikin album macam bikin buku sejarah macam om ice cube paket jadi aktor
happy,Sampe kemaren liat di timeline ada bapak bapak eskrim kesana juga buat ngasih eskrim ke penyelamat yaa pokoknya buat yang ada di sana gt:') [URL],sampai kemarin lihat di timeline ada bapak bapak eskrim kesana juga buat mengasih eskrim ke penyelamat ya pokoknya buat yang ada di sana begitu,kemarin lihat timeline bapak bapak eskrim kesana buat asih eskrim selamat pokok buat sana
happy,"[USERNAME] Pilih pemimpin yg happy mnerima kritikan,jujur terbuka,sll bermusyawarah,tdk hobby menyerang serta berjiwa besar maka proses mbangun peradaban guna pencapaian terbaik sebuah negara akan mdptkan hasil maksimal...In Shaa'Allah...",pilih pemimpin yang senang menerima kritikanjujur terbukasll bermusyawarahtdk hobby menyerang serta berjiwa besar maka proses mbangun peradaban guna pencapaian terbaik sebuah negara akan mdptkan hasil maksimalin shaaallah,pilih pimpin senang terima kritikanjujur terbukasll bermusyawarahtdk hobby serang jiwa besar proses mbangun adab capai baik buah negara mdptkan hasil maksimalin shaaallah
sadness,"langsung ku block aja ya, maaf ni bagi temen temen yang sudah memilih jalan sendiri setidaknya jangan lah kayak gitu, kita ada jalan masing masing loh, jujur sedih aku liat alat musik di hancurkan gitu.",langsung ku block saja ya maaf nih bagi teman teman yang sudah memilih jalan sendiri setidaknya jangan lah kayak begitu kita ada jalan masing masing loh jujur sedih aku lihat alat musik di hancurkan begitu,langsung ku block maaf nih teman teman pilih jalan sendiri jangan lah kayak jalan masing masing loh jujur sedih aku lihat alat musik hancur
anger,"Budayakan mencari dan membaca sebelum nanya ya. Udah dijelaskan berkali2 kok. Selama ga diatur/gaada ketentuan khusus, pakai aja",budayakan mencari dan membaca sebelum bertanya ya sudah dijelaskan berkali kok selama enggak diaturgaada ketentuan khusus pakai saja,budaya cari baca tanya jelas kali kok lama enggak diaturgaada tentu khusus pakai
sadness,pas mau tepar tiba ingat tugas b indo mtk ekonomi -_-,pas mau tepar tiba ingat tugas b indonesia mtk ekonomi,pas mau tepar tiba ingat tugas b indonesia mtk ekonomi
anger,"Hanya modal walikota Solo,bgmn mungkin bs menaklukkan belantara Jkrta.Dan disusul bs menaklukkan Nusantara.Dia sendirian?.Tanpa dukungan TAIPAN,dan media sosial,Mustahil.Konsekwensi:dikomando taipan. [URL]",hanya modal walikota solobgmn mungkin bisa menaklukkan belantara jkrtadan disusul bisa menaklukkan nusantaradia sendiriantanpa dukungan taipandan media sosialmustahilkonsekwensidikomando taipan,modal walikota solobgmn mungkin takluk belantara jkrtadan susul takluk nusantaradia sendiriantanpa dukung taipandan media sosialmustahilkonsekwensidikomando taipan
love,"[USERNAME] Wowon tersenyum ketika melihat kelakuan kekasih 'galaknya' seperti biasa, dia pasti terkena semprotan 'cinta' yang selalu bei berikan padanya setiap hari tanpa pernah absen. ""Sini aku bawain belanjaannya"" wowon mengambil tas belanjaan milik bei",wowon tersenyum ketika melihat kelakuan kekasih galaknya seperti biasa dia pasti terkena semprotan cinta yang selalu bei berikan padanya setiap hari tanpa pernah absen sini aku bawain belanjaannya wowon mengambil tas belanjaan milik bei,wowon senyum lihat laku kasih galak biasa kena semprot cinta selalu bei ikan pada hari pernah absen sini aku bawain belanja wowon ambil tas belanja milik bei
happy,Terima kasih mommy Jesica atas kepercayaan kepada [USERNAME] untuk treatment selama kehamilan nya. Semoga sehat dan lancar semua yaa mom,terima kasih mommy jesica atas kepercayaan kepada untuk treatment selama kehamilan nya semoga sehat dan lancar semua ya mom,terima kasih mommy jesica atas percaya treatment lama hamil nya moga sehat lancar semua mom
love,"yang mencintaimu sebisaku, entah itu sebisa aku menjagamu dengan cara yang seperti apa. atau, sebisa aku menjagamu dengan cara yang bagaimana.",yang mencintaimu sebisaku entah itu sebisa aku menjagamu dengan cara yang seperti apa atau sebisa aku menjagamu dengan cara yang bagaimana,cinta bisa entah bisa aku jaga cara apa bisa aku jaga cara bagaimana
fear,"Sy kira belum saatnya, beliau perlu learning experience dulu lah, biar betul matang. Ya jadi bupati/wali kota, gubernur, baru capres/wapres, apalagi usianya masih muda. Indonesia tdk boleh jadi coba2. [URL]",saya kira belum saatnya beliau perlu learning experience dulu lah biar betul matang ya jadi bupatiwali kota gubernur baru capreswapres apalagi usianya masih muda indonesia tidak boleh jadi coba,kira saat beliau perlu learning experience dulu lah biar betul matang jadi bupatiwali kota gubernur baru capreswapres usia muda indonesia jadi coba
anger,"Beli tong sampah made in jerman biar bisa setara sama negara2 eropa.apa hubungannya?toh itu cuma sekedar tong,sekedar wadah,gak mungkin bisa nyetarain bangsa ato masyarakat lewat tong sampah macem gitu.",beli tong sampah made ini jerman biar bisa setara sama negara eropaapa hubungannyatoh itu cuma sekedar tongsekedar wadahgak mungkin bisa nyetarain bangsa atau masyarakat lewat tong sampah macam begitu,beli tong sampah made jerman biar tara sama negara eropaapa hubungannyatoh cuma dar tongsekedar wadahgak mungkin nyetarain bangsa masyarakat lewat tong sampah macam
fear,Apa yang akan kamu lakukan jika ada singa masuk ke rumahmu? nyuruh singanya makan kau. biar mati kenak makan singa. uh ngeri ya off anonla m h e h e,apa yang akan kamu lakukan jika ada singa masuk ke rumahmu nyuruh singanya makan kau biar mati kenak makan singa uh ngeri ya off anonla sama h e h e,apa kamu laku singa masuk rumah nyuruh singa makan kau biar mati nak makan singa uh ngeri off anonla sama h e h e
anger,Cc in ke cebong2 dungu... Maksd hati pengen cari kesalahan [USERNAME] [USERNAME] lwat pohon plastik malah kebongkar semua skandalnya.... Sekali lagi kasian Ahok.... #2019GantiPresiden [URL],cc ini ke cebong dungu maksud hati pengin cari kesalahan lwat pohon plastik malah terbongkar semua skandalnya sekali lagi kasihan ahok,cc cebong dungu maksud hati pengin cari salah lwat pohon plastik malah bongkar semua skandal sekali kasihan ahok
happy,Next ke kehidupan keluarga Ario Bayu aka komandan Tim Alpha yg ganteng berkacamata hitam dan viral di medsos itu. Ya keluarga yg cukup bahagia with a little daddy girl.,next ke kehidupan keluarga ario bayu aka komandan tim alpha yang ganteng berkacamata hitam dan viral di medsos itu ya keluarga yang cukup bahagia with a little daddy girl,next hidup keluarga ario bayu aka komandan tim alpha ganteng kacamata hitam viral medsos keluarga cukup bahagia with little daddy girl
happy,"#MobileLegendsBangBangID Main di BRAWL langsung saja ""CHANG'E"" memimpin top kill dengan MVP sekaligus emang ini Hero GGWP, Hero baru di normal server ini top lah lebih top soalnya Hero Mage adalah role kesukaan saya selain Hero Tank. Sukanya di skill-2 nya itu loh.. Buff lagi deh [URL]",main di brawl langsung saja change memimpin top kill dengan mvp sekaligus memang ini hero ggwp hero baru di normal server ini top lah lebih top soalnya hero mage adalah role kesukaan saya selain hero tank sukanya di skill nya itu loh buff lagi deh,main brawl langsung change pimpin top kill mvp sekaligus memang hero ggwp hero baru normal server top lah lebih top soal hero mage role suka hero tank suka skill nya loh buff deh
happy,Yuhuuu w/ panutanqu [USERNAME] andra_photo happy sekaliiii ketemu lagi dilain acara,yuhuuu gue panutanqu andraphoto senang sekali ketemu lagi dilain acara,yuhuuu gue panutanqu andraphoto senang sekali ketemu lain acara
fear,[USERNAME] [USERNAME] Dari klarifikasi Ustadz Zulkifli M. Ali mmg hadits2 ttg hari akhir kebanyakan dhaif terutama yg ttg umur Umat Islam. Tp jng dianggap remeh. Kl sy lbh baik kita bersiap dr skrg. Perbanyak amal sholeh. Smkn ke dpn smkn sulit berda,dari klarifikasi ustadz zulkifli sama ali memang hadits tentang hari akhir kebanyakan dhaif terutama yang tentang umur umat islam tapi jangan dianggap remeh kalo saya lebih baik kita bersiap dari sekarang perbanyak amal sholeh smkn ke depan smkn sulit berda,klarifikasi ustadz zulkifli sama ali memang hadits hari akhir banyak dhaif utama umur umat islam jangan anggap remeh kalo lebih baik siap sekarang banyak amal sholeh smkn depan smkn sulit berda
anger,"Pas w udah punya pacar trus pergi nonton ke bioskop: Orang lain: dih nontonnya sama pacar mulu, trus gak ngajak2 nih. Lah situ kalo di ajak gak pernah bisa *pengen rasanya ku sentil amandelnya satu2 :)",pas gue sudah punya pacar terus pergi menonton ke bioskop orang lain dih nontonnya sama pacar terus terus enggak mengajak nih lah situ kalo di ajak enggak pernah bisa pengin rasanya ku sentil amandelnya satu,pas gue punya pacar terus pergi tonton bioskop orang dih nontonnya sama pacar terus terus enggak ajak nih lah situ kalo ajak enggak pernah pengin rasa ku sentil amandel satu
sadness,"[USERNAME] [USERNAME] Iyaa kii tau aja luu, emak gua ngidam d kawinin ama pmarahan charles, tapi udh keduluan d kawinin ama bapak gua :(",iya kii tau saja lu emak gua mengidam di mengawini sama pmarahan charles tapi sudah keduluan di mengawini sama bapak gua,iya kii tau lu emak gua idam awin sama pmarahan charles keduluan awin sama bapak gua
sadness,"Ya ga semua sih, banyak juga yang serius. Tapi ya gitu mungkin anda belum ketemu, mungkin ketemu tapi karena terlalu lalma kena modus jadi too sensitive dan melewatinya. Gitu",ya enggak semua sih banyak juga yang serius tapi ya begitu mungkin anda belum ketemu mungkin ketemu tapi karena terlalu lalma kena modus jadi too sensitive dan melewatinya begitu,enggak semua sih banyak serius mungkin ketemu mungkin ketemu terlalu lalma kena modus jadi too sensitive lewat
anger,Haiyaa dagangan lu olang kaya IM Isis HTI kagak laku a.. [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] #2019BUBARKANPKS. [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],haiyaa dagangan lu olang kayak im isis hti kagak laku a,haiyaa dagang lu olang kayak im isis hti kagak laku
sadness,"[USERNAME] iya sayang banget sumpah di eps pertama dia bawain lagu yang gacocok sama dia :( pasti dia bisa nampilin lebih dr itu, hidden gem banget",iya sayang banget sumpah di eps pertama dia bawain lagu yang gacocok sama dia pasti dia bisa nampilin lebih dari itu hidden gem banget,iya sayang banget sumpah eps pertama bawain lagu gacocok sama nampilin lebih hidden gem banget
fear,"Jadi yeorobun kan biasanya gue kalo tidur lampunya dimatiin, nah trus gua lagi buka twt tuh gelap2. TIBA2 ADA KECOA YEOROBUN JATOH DI SEBELAH GUE! PANIK GUE, LNGSNG BANGUNIN BOKAP GUE! UNTUNG BLM TIDUR gue takut bgt sm kecoa gatau knp :( [USERNAME]",jadi yeorobun kan biasanya gue kalo tidur lampunya dimatiin nah terus gua lagi buka twt tuh gelap tiba ada kecoa yeorobun jatuh di sebelah gue panik gue lngsng bangunin bokap gue untung belum tidur gue takut banget sama kecoa enggak tau kenapa,jadi yeorobun kan biasa gue kalo tidur lampu dimatiin nah terus gua buka twt tuh gelap tiba kecoa yeorobun jatuh belah gue panik gue lngsng bangunin bokap gue untung tidur gue takut banget sama kecoa enggak tau
anger,"Kalau mau menyelamatkan keuangan BUMN, serahkan tata kelola BUMN itu ke pihak swasta. Daripada kaya sekarang, rata - rata direksinya diisi boneka parpol.",kalau mau menyelamatkan keuangan bumn serahkan tata kelola bumn itu ke pihak swasta daripada kayak sekarang rata rata direksinya diisi boneka parpol,kalau mau selamat uang bumn serah tata kelola bumn pihak swasta kayak sekarang rata rata direksi isi boneka parpol
sadness,Segala kebaikan yang kita perbuat bagaikan meneteskan air keringat dilautan.,segala kebaikan yang kita perbuat bagaikan meneteskan air keringat dilautan,segala baik buat bagai tetes air keringat laut
happy,Sekarang saya tidak bisa lagi menggantungkan sesuatu ke orang lain. saya berusaha mengenal dan mencukupi apa yang saya butuhkan sendiri. sandaran saya hanya Allah dan orang tua. tapi saya selalu yakin kelak akan ada orang yang mampu mengisi zona yang lebih baru.,sekarang saya tidak bisa lagi menggantungkan sesuatu ke orang lain saya berusaha mengenal dan mencukupi apa yang saya butuhkan sendiri sandaran saya hanya allah dan orang tua tapi saya selalu yakin kelak akan ada orang yang mampu mengisi zona yang lebih baru,sekarang gantung orang usaha kenal cukup apa butuh sendiri sandar allah orang tua selalu yakin kelak orang mampu isi zona lebih baru
anger,"[USERNAME] Dudeeee please she's better than penyanyi dangdut generasi2 sebelumnya yg ngumbar toket, paha, gosip kawin-cerai, dan lain lain Situ ngga ngeliat dia lg ngerubah image biduan di khalayak ramai? #timviavallen",dudeeee please shes better tahan penyanyi dangdut generasi sebelumnya yang mengumbar toket paha gosip kawincerai dan lain lain situ enggak melihat dia lagi ngerubah image biduan di khalayak ramai,dudeeee please shes better tahan nyanyi dangdut generasi belum umbar toket paha gosip kawincerai situ enggak lihat ngerubah image biduan khalayak ramai
love,"Oh Tuhan, Ku cinta dia, Ku sayang dia, Rindu dia, Inginkan dia. Utuhkan lah, Rasa cinta dihatiku, Hanya padanya untuk dia. Hanya padanya, Untuk DIA.",oh tuhan ku cinta dia ku sayang dia rindu dia inginkan dia utuhkan lah rasa cinta dihatiku hanya padanya untuk dia hanya padanya untuk dia,tuhan ku cinta ku sayang rindu ingin utuh lah rasa cinta hati pada pada
sadness,habis manis sepah dibuang ngomongnya manis ujung-ujungnya cuma drama saja,habis manis sepah dibuang mengomongnya manis ujungujungnya cuma drama saja,habis manis sepah buang omong manis ujungujungnya cuma drama
fear,"+ Oleh paman nya kemarin. Namun tiba tiba ada seorang pria paruh baya datang menghampiri nya sambil membawa sebuah papan nama bertuliskan namanya. ""Ini mas jefry?"" Tanya nya dengan agak sedikit ragu karena sepertinya dia takut salah mengira orang +",oleh paman nya kemarin namun tiba tiba ada seorang pria paruh baya datang menghampiri nya sambil membawa sebuah papan nama bertuliskan namanya ini mas jefry tanya nya dengan agak sedikit ragu karena sepertinya dia takut salah mengira orang,paman nya kemarin tiba tiba orang pria paruh baya datang hampir nya bawa buah papan nama tulis nama mas jefry tanya nya sedikit ragu seperti takut salah ira orang
sadness,"qu juga sudi koh, aku disable instagram karna terlalu nyampah di explore :"" segala anak balita diajarin buat tiktok juga [URL]",ku juga sudi koh aku disable instagram karena terlalu menyampah di explore segala anak balita diajari buat tiktok juga,ku sudi koh aku disable instagram terlalu sampah explore segala anak balita ajar buat tiktok
love,"Untukumu wanita yg selalu aku fikrikan. Bahagialah dgn bertambahnya usia mu syng. Semoga kau sehat, semoga terjaga iman dan islammu.jaga bahagiamu kekasihku maka aku akan merasa tenang krn mencintaimu dlm diam.Sekali lg selamat bertambah usia. Aku mencintaimu sampai akhir hdpku",untukumu wanita yang selalu aku fikrikan bahagialah dengan bertambahnya usia mu sayang semoga kau sehat semoga terjaga iman dan islammujaga bahagiamu kekasihku maka aku akan merasa tenang karena mencintaimu dalam diamsekali lagi selamat bertambah usia aku mencintaimu sampai akhir hdpku,untukumu wanita selalu aku fikrikan bahagia tambah usia mu sayang moga kau sehat moga jaga iman islammujaga bahagia kasih aku rasa tenang cinta diamsekali selamat tambah usia aku cinta akhir hdpku
fear,tuhan izinkan aku bahagiakan orangtuaku sebelum akhirnya mereka tertidur di peristirahatanya yang terakhir : ),tuhan izinkan aku bahagiakan orangtuaku sebelum akhirnya mereka tertidur di peristirahatanya yang terakhir,tuhan izin aku bahagia orangtuaku akhir tidur peristirahatanya akhir
happy,"Dari semua pakaian yang ada di pasar Bayangkara (pasar senggol), aku memilih 1 pakaian saja. Jika di beri 2 akan saya gunakan. Jika di beri 3 tetap saya gunakan. Jika di beri 4 saya bersyukur untuk di gunakan.",dari semua pakaian yang ada di pasar bayangkara pasar senggol aku memilih pakaian saja jika di beri akan saya gunakan jika di beri tetap saya gunakan jika di beri saya bersyukur untuk di gunakan,semua pakai pasar bayangkara pasar senggol aku pilih pakai beri guna beri tetap guna beri syukur guna
fear,"Wah parah banget sih sendiri, tapi sumpah itu ngebayanginnya aja udah serem banget. Kepikiran aku juga sampe sekarang temenmu langsung tanggap banget hebat!!! Ga kaya aku cengo :(",wah parah banget sih sendiri tapi sumpah itu ngebayanginnya saja sudah seram banget kepikiran aku juga sampai sekarang temenmu langsung tanggap banget hebat enggak kayak aku cengo,wah parah banget sih sendiri sumpah ngebayanginnya seram banget pikir aku sekarang temenmu langsung tanggap banget hebat enggak kayak aku cengo
sadness,Macet parah di Kemang. Disebelah mobil gw terparkir gerobak mie ayam yang luar biasa menggugah selera. Padahal baru ngeliat gerobaknya doank.,macet parah di kemang disebelah mobil gue terparkir gerobak mie ayam yang luar biasa menggugah selera padahal baru melihat gerobaknya doang,macet parah kemang belah mobil gue parkir gerobak mie ayam luar biasa gugah selera padahal baru lihat gerobak doang
anger,"Paling kesel sama orang kalo lagi duduk lesehan gitu padahal masih lega, tp dia lebih milih deketin kita trus niban dengkul kita sama dengkul dia [URL]",paling kesal sama orang kalo lagi duduk lesehan begitu padahal masih lega tapi dia lebih memilih dekati kita terus niban dengkul kita sama dengkul dia,paling kesal sama orang kalo duduk leseh padahal lega lebih pilih dekat terus niban dengkul sama dengkul
anger,"warisan untuk anak2, jd ingat yg mempergunakan jabatan untuk antar jemput dan akomodasi anak di luar negeri...,, itu warisan yg baik untuk anak",warisan untuk anak jadi ingat yang mempergunakan jabatan untuk antar jemput dan akomodasi anak di luar negeri itu warisan yang baik untuk anak,waris anak jadi ingat guna jabat antar jemput akomodasi anak luar negeri waris baik anak
anger,"Jerman ini kebanyakan pemain bagus ato gimana yah?? Sekelas Sane, young player of the year loh, gak dipanggil timnas ckckckck Puyeng kali nii om Joachim.. [URL]",jerman ini kebanyakan pemain bagus atau bagaimana ya sekelas sane young player of the year loh enggak dipanggil timnas ckckckck puyeng kali ini om joachim,jerman banyak main bagus bagaimana kelas sane young player year loh enggak panggil timnas ckckckck puyeng kali om joachim
love,"Walaupun kita jauh secara fisik, kita tahu kita selalu bersama. Walaupun kita tidak mengatakan Aku cinta kamu, kita tahu kita mencintai satu sama lain. Walaupun kita tidak mengatakan kita satu, kita tahu kita adalah satu.",walaupun kita jauh secara fisik kita tahu kita selalu bersama walaupun kita tidak mengatakan aku cinta kamu kita tahu kita mencintai satu sama lain walaupun kita tidak mengatakan kita satu kita tahu kita adalah satu,walaupun jauh fisik tahu selalu sama walaupun kata aku cinta kamu tahu cinta satu sama walaupun kata satu tahu satu
happy,"[USERNAME] pendidikan mah nomor 1 donk za haha.. btw gw kyknya milih nyekolahin anak negeri aja, gedein pengeluarannya di jalan2.. kan itu pendidikan jg buat gw, krn mengalami adalah belajar jg hahaha",pendidikan mah nomor dong saja haha btw gue kayaknya memilih nyekolahin anak negeri saja gedein pengeluarannya di jalan kan itu pendidikan juga buat gue karena mengalami adalah belajar juga haha,didik mah nomor dong haha btw gue kayak pilih nyekolahin anak negeri gedein keluar jalan kan didik buat gue alami ajar haha
anger,"[USERNAME] [USERNAME] [USERNAME] Padahal , korban pelecehan ada juga yg pakai seragam sekolah, pakai baju kantor, pakai jubah lengkap dg niqab nya. Ya emang dasar otak sm selangkangan mereka ga beres, tp perempuan yg disalahin dg alasan pakaian,",padahal korban pelecehan ada juga yang pakai seragam sekolah pakai baju kantor pakai jubah lengkap dengan niqab nya ya memang dasar otak sama selangkangan mereka enggak beres tapi perempuan yang disalahin dengan alasan pakaian,padahal korban leceh pakai seragam sekolah pakai baju kantor pakai jubah lengkap niqab nya memang dasar otak sama selangkang enggak beres perempuan disalahin alas pakai
sadness,"Bagi anda anda yg dianugerahi gigi rapi dari lahir, bersyukurlah ! Karena pake behel ternyata lebih sakit daripada sakit hati. #menurutguesih",bagi anda anda yang dianugerahi gigi rapi dari lahir bersyukurlah karena pakai behel ternyata lebih sakit daripada sakit hati,anugerah gigi rapi lahir syukur pakai behel nyata lebih sakit sakit hati
fear,Mau jalan kaki diluar kosan tapi takut kena jambret karena mau nenteng kamera dan handphone.... alhasil gabut dalem kamar sendirian dengan laptop dan kue basah pemberian kamar tetangga. #baladaanakdaerah,mau jalan kaki diluar kosan tapi takut kena jambret karena mau nenteng kamera dan handphone alhasil gabut dalem kamar sendirian dengan laptop dan kue basah pemberian kamar tetangga,mau jalan kaki luar kosan takut kena jambret mau nenteng kamera handphone alhasil gabut dalem kamar sendiri laptop kue basah beri kamar tetangga
